dev,address,district,sale_price,description,detail,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
LAKE AVENUE Sukhumvit 16,"1 Soi Sukhumvit 16, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,15000000.0,"PropertyScout ID 885095
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 2 bedrooms, 2 bathrooms condo for sale with a floorsize of 82
squaremeters, located on the 6th floor of the Lake Avenue Sukhumvit 16 building,
in the popular Khlong Toei district near BTS Asoke. Please contact us to
schedule a viewing.",107356.0,0.0,6.62,4.25,-2.56,2.0,2.0,82.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,850.0,2200.0,1,0
MUNIQ Sukhumvit 23,"11-17 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Khet Watthana",Khlong Toei,72500000.0,"PropertyScout ID 939220
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 3-bedroom 3-bathroom Condo unit, sized 191 sqm on the 33rd Floor with
Breathtaking Views at MUNIQ Sukhumvit 23 by BTS Asok",258829.0,0.0,4.85,4.4,8.09,3.0,3.0,191.0,36.0,1.0,2019.0,1,1,1,1,1,1,1,1,0,0,0,0,480.0,1800.0,1,0
Noble Solo,"962 Thong Lo 25 Alley, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,7800000.0,"PropertyScout ID 882715
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 53
squaremeters, located on the 11st floor of the Noble Solo building, in the
popular Watthana district near ARL Ramkhamhaeng. Please contact us to schedule a
viewing.",127281.0,0.0,-8.48,4.9,-1.33,1.0,1.0,53.0,24.0,1.0,2009.0,1,1,1,1,1,1,1,1,1,1,1,0,2100.0,2600.0,0,0
Supalai Place,"181/1 Sukhumvit Soi 39, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,3800000.0,"PropertyScout ID 566168
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 49
squaremeters, located on the 19th floor of the Supalai Place Sukhumvit 39
building, in the popular Watthana district near MRT Phetchaburi. Please contact
us to schedule a viewing.",74512.0,0.0,-1.07,5.49,-2.29,1.0,1.0,49.0,23.0,2.0,1994.0,1,1,1,1,1,1,1,1,1,1,1,1,1600.0,2300.0,0,0
Magnolias Waterfront Residences,"215 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,39000000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",393369.0,0.0,26.85,3.06,-4.02,2.0,2.0,102.0,70.0,2.0,2017.0,1,1,1,1,1,1,1,1,1,0,0,0,2000.0,1400.0,0,0
WYNE Sukhumvit,"1681 Thanon Sukhum Vit, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,4600000.0,"PropertyScout ID 882946
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 35
squaremeters, located on the 30th floor of the Wyne By Sansiri building, in the
popular Khlong Toei district near BTS Phra Khanong. Please contact us to
schedule a viewing.",105000.0,-17.87,-17.23,4.57,-18.86,1.0,1.0,35.0,31.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,420.0,1300.0,1,0
WYNE Sukhumvit,"1681 Thanon Sukhum Vit, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,4300000.0,"PropertyScout ID 882940
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 35.1
squaremeters, located on the 31st floor of the Wyne By Sansiri building, in the
popular Khlong Toei district near BTS Phra Khanong. Please contact us to
schedule a viewing.",105000.0,-17.87,-17.23,4.57,-18.86,1.0,1.0,35.1,31.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,420.0,1300.0,1,0
Ceil by Sansiri,"Soi Charoen Chai, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,3700000.0,"PropertyScout ID 654411
Check all listing details on our website https://propertyscout.co.th/en/65----","Modern 1-bedroom 1-bathroom Condo unit, sized 29 sqm on the 14th Floor with
Breathtaking Views at Ceil by Sansiri by BTS Ekkamai",131149.0,0.0,7.21,4.89,8.32,1.0,1.0,29.0,17.0,3.0,2013.0,1,1,1,1,1,0,1,1,0,0,0,1,1500.0,2200.0,0,0
The Bloom Sukhumvit 71,"Pridi Banomyong, Phra Khanong Nuea, Vadhana, Bangkok 10110",Khlong Toei,9000000.0,"PropertyScout ID 857352
Check all listing details on our website https://propertyscout.co.th/en/85----","Modern 3-bedroom 2-bathroom Condo unit, sized 88 sqm on the 19th Floor with
Breathtaking Views at The Bloom Sukhumvit 71 by BTS Phra Khanong",98620.0,0.0,-6.39,5.4,2.3,3.0,2.0,88.0,24.0,1.0,2012.0,1,1,1,1,1,1,1,0,1,0,0,0,480.0,1100.0,1,0
,,Phaya Thai,7500000.0,"PropertyScout ID 925382
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 2-bedroom 2-bathroom Condo unit, sized 75.87 sqm on the 7th Floor with
Breathtaking Pool Views at Centric Place by BTS Ari",,,,,,2.0,2.0,75.87,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
,,Watthana,21000000.0,"PropertyScout ID 825378
Check all listing details on our website https://propertyscout.co.th/en/82----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 118.16 squaremeters, located on the 4-5th floor of the Down Town 49 building,
in the popular Watthana district near BTS Phrom Phong. Please contact us to
schedule a viewing.",,,,,,2.0,2.0,118.16,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Amanta Lumpini,"1100/18 Rama IV Rd, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,16400000.0,"PropertyScout ID 619854
Check all listing details on our website https://propertyscout.co.th/en/61----","Modern 2-bedroom 3-bathroom condominium on the 11th floor of Amanta Lumpini, in
the international Sathon district, close to MRT Khlong Toei, perfect for an
urban lifestyle.",161085.0,0.0,-3.43,4.24,11.57,2.0,2.0,100.0,61.0,1.0,2009.0,1,1,1,1,1,1,1,1,1,0,0,0,300.0,270.0,1,1
49 Plus,"Sukhumvit 49, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,8600000.0,"PropertyScout ID 882408
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 2 bedrooms, 2 bathrooms condo for sale with a floorsize of 79
squaremeters, located on the 9th floor of the 49 Plus building, in the popular
Watthana district near BTS Phrom Phong. Please contact us to schedule a viewing.",116583.0,0.0,1.47,5.88,11.96,2.0,2.0,79.0,9.0,1.0,2005.0,1,1,1,1,1,1,1,1,1,1,1,1,960.0,3400.0,1,0
Centric Ari Station,"27 Soi Ari 1, Khwaeng Samsen Nai, Khet Phaya Thai",Phaya Thai,9800000.0,"PropertyScout ID 887748
Check all listing details on our website https://propertyscout.co.th/en/88----","Modern 2-bedroom 2-bathroom Condo unit, sized 55 sqm on the 22nd Floor with
Breathtaking Views at Centric Ari Station",188639.0,0.0,-6.19,4.27,13.34,2.0,2.0,55.0,30.0,2.0,2016.0,1,1,1,1,1,0,1,1,0,0,0,0,480.0,1300.0,1,0
BEATNIQ Sukhumvit 32,"21-58 Sukhumvit Rd, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,19000000.0,"PropertyScout ID 939342
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 1-bedroom 1-bathroom Condo unit, sized 54.41 sqm on the 18th Floor with
Breathtaking Views at BEATNIQ by BTS Thong Lor.",311573.0,0.0,9.72,4.38,16.6,1.0,1.0,54.41,34.0,1.0,2018.0,1,1,1,1,1,1,1,1,0,0,0,1,500.0,3000.0,1,0
The Address Siam Ratchathewi,"362 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi",Ratchathewi,15040000.0,"PropertyScout ID 939265
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 2-bedroom 2-bathroom Condo unit, sized 69.5 sqm at The Address Siam near
by BTS  Ratchathewi.",168883.0,0.0,26.88,2.57,14.24,2.0,2.0,69.5,50.0,1.0,2022.0,1,1,1,1,1,0,1,1,0,0,0,0,200.0,1000.0,1,1
WYNE Sukhumvit,"1681 Thanon Sukhum Vit, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,4350000.0,"PropertyScout ID 882939
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 30
squaremeters, located on the 21st floor of the Wyne By Sansiri building, in the
popular Khlong Toei district near BTS Phra Khanong. Please contact us to
schedule a viewing.",105000.0,-17.87,-17.23,4.57,-18.86,1.0,1.0,30.0,31.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,0,0,1,420.0,1300.0,1,0
The Trendy Condominium,"Soi Saeng Chan, Khlong Tan Nuea, Vadhana, Bangkok 10110",Khlong Toei,4020000.0,"PropertyScout ID 824572
Check all listing details on our website https://propertyscout.co.th/en/82----","Fully furnished 1 bedroom, 1 bathroom condo for rent / sale with a floorsize of
36.7 squaremeters, located on the 12nd floor of the The Trendy Condominium
building, in the popular Watthana district near BTS Nana. Please contact us to
schedule a viewing.",99169.0,0.0,-2.3,4.59,-5.96,1.0,1.0,36.7,17.0,1.0,2008.0,1,1,1,1,1,1,1,0,0,0,1,1,350.0,1000.0,1,1
Siamese Gioia,"Soi Thawi Suk, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,7800000.0,"PropertyScout ID 565991
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 53
squaremeters, located on the 3rd floor of the Siamese Gioia building, in the
popular Watthana district near MRT Phetchaburi. Please contact us to schedule a
viewing.",110885.0,0.0,-2.8,5.69,-0.75,1.0,1.0,53.0,7.0,2.0,2012.0,1,1,1,1,1,1,1,1,1,1,1,1,1700.0,2400.0,0,0
Villa Asoke,"1596 Phetchaburi Rd, Khwaeng Makkasan, Khet Ratchathewi",Watthana,12960000.0,"PropertyScout ID 883010
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 81
squaremeters, located on the 21st floor of the Villa Asoke building, in the
popular Ratchathewi district near MRT Phetchaburi. Please contact us to schedule
a viewing.",145719.0,0.0,9.57,4.03,1.24,1.0,1.0,81.0,42.0,1.0,2013.0,1,1,1,1,1,1,1,1,1,0,0,0,210.0,1100.0,1,0
The Room Sukhumvit 69,"1579 Sukhumvit Road, Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,6500000.0,"Condo for sale, The Room Sukhumvit 69 (The Room Sukhumvit 69), size 34.26 square meters, near BTS Phra Khanong, built in room, fully furnished.",Listing No: YT12-936,185714.0,6.91,0.12,5.54,31.64,1.0,1.0,34.0,27.0,1.0,2014.0,1,1,1,1,1,1,1,1,0,0,0,0,190.0,1400.0,1,0
The Met,"Thanon Sathon Tai, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,40000000.0,"PropertyScout ID 565667
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 3 bedrooms, 4 bathrooms condo for sale with a floorsize of 228
squaremeters, located on the 22nd floor of the The Met Sathorn building, in the
popular Sathon district near BTS Chong Nonsi. Please contact us to schedule a
viewing.",163158.0,-9.2,-8.23,3.87,-9.15,3.0,4.0,228.0,66.0,1.0,2009.0,1,1,1,1,1,1,1,1,1,0,0,1,660.0,1900.0,1,0
,,Khlong Toei,9700000.0,"PropertyScout ID 888200
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 80 squaremeters, located on the 5th floor of the Serene Place Sukhumvit 24
Condominium building, in the popular Khlong Toei district near BTS Phrom Phong.
Please contact us to schedule a viewing.",,,,,,2.0,2.0,80.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
The Waterford Diamond,"PHGF+Q99, Sukhumvit 30/1 Alley, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,11500000.0,"PropertyScout ID 566912
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 3 bedrooms, 2 bathrooms condo for sale with a floorsize of 120
squaremeters, located on the 21st floor of the The Waterford Diamond Tower
Sukhumvit building, in the popular Khlong Toei district near BTS Phrom Phong.
Please contact us to schedule a viewing.",107767.0,0.0,3.2,5.37,21.72,3.0,2.0,120.0,46.0,1.0,1999.0,1,1,1,1,1,1,1,1,1,1,0,0,1000.0,2400.0,1,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,19500000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",286344.0,27.79,28.01,2.22,-10.79,2.0,2.0,112.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
Noble Recole,"77 Soi Sukhumvit 19, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,6930000.0,"PropertyScout ID 890163
Check all listing details on our website https://propertyscout.co.th/en/89----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 35
squaremeters, located on the 7th floor of the Noble Recole Sukhumvit 19
building, in the popular Watthana district near MRT Sukhumvit. Please contact us
to schedule a viewing.",223054.0,0.0,0.06,3.81,1.43,1.0,1.0,35.0,28.0,1.0,2018.0,1,1,1,1,1,1,1,1,0,0,0,0,730.0,1800.0,1,0
Baan Sathorn Chaopraya,"516 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,4662512.0,"PropertyScout ID 708221
Check all listing details on our website https://propertyscout.co.th/en/70----","Cozy 1-bedroom 1-bathroom Condominium unit, sized 58 sqm on the 23rd Floor with
Breathtaking Views at Baan Sathorn Chaophraya by BTS Saphan Taksin",102699.0,0.0,2.58,4.32,-5.13,1.0,1.0,58.0,37.0,1.0,2005.0,1,1,1,1,1,1,1,1,1,1,1,1,1200.0,1800.0,0,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,50000000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",286344.0,27.79,28.01,2.22,-10.79,3.0,3.0,232.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
Rhythm Rangnam,"2 Soi Rang Nam, Khwaeng Thanon Phaya Thai, Khet Ratchathewi",Ratchathewi,7474226.0,"PropertyScout ID 924340
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 1-bedroom 1-bathroom Penthouse unit, sized 35 sqm on the 18th Floor with
Breathtaking Views at Rhythm Rangnam by BTS Victory Monument",223270.0,0.0,5.92,3.53,-7.33,1.0,1.0,35.0,27.0,1.0,2018.0,1,1,1,1,1,0,1,1,0,0,0,0,210.0,780.0,1,1
KHUN by YOO inspired by Starck,"139 Soi Sukhumvit 55, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,34900000.0,"PropertyScout ID 939349
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 2-bedroom 2-bathroom Condo unit, sized 82 sqm on the 18th Floor with
Breathtaking Views at KHUN by YOO by BTS Thong Lor.",428041.0,0.0,-11.55,3.76,-1.4,2.0,2.0,82.0,27.0,1.0,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0
The Sukhothai Residences,"Soi Sathon 1, Lane 1, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,46000000.0,"PropertyScout ID 437081
Check all listing details on our website https://propertyscout.co.th/en/43----","Modern 2-bedrooms 2-bathrooms condominium from the 12th floor of The Sukhothai
Residences building, in the international Sathorn district, close to MRT
Lumpini, perfect for an urban lifestyle.",345959.0,0.0,0.68,3.21,3.47,2.0,2.0,134.33,41.0,1.0,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,1900.0,2500.0,0,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,52000000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",286344.0,27.79,28.01,2.22,-10.79,3.0,3.0,232.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
Noble Reveal,"เลขที่ 36 ซอย สุขุมวิท 63 (เอกมัย) Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,8500000.0,"PropertyScout ID 824324
Check all listing details on our website https://propertyscout.co.th/en/82----","Fully furnished 1 bedroom, 1 bathroom condo for rent / sale with a floorsize of
51.2 squaremeters, located on the 20th floor of the Noble Reveal Ekamai
building, in the popular Watthana district near BTS Ekkamai. Please contact us
to schedule a viewing.",172406.0,0.0,-0.26,4.38,-4.26,1.0,1.0,51.2,27.0,1.0,2011.0,1,1,1,1,1,0,1,1,1,0,0,0,310.0,2200.0,1,0
Vtara Sukhumvit 36,"118 Soi Sukhumvit 36, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,4120000.0,"PropertyScout ID 888833
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 29
squaremeters, located on the 6th floor of the Vtara 36 building, in the popular
Khlong Toei district near BTS Thong Lor. Please contact us to schedule a
viewing.",120833.0,-17.03,-17.03,4.5,-9.94,1.0,1.0,29.0,8.0,5.0,2018.0,1,1,1,1,1,1,1,1,0,0,0,1,990.0,2000.0,1,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,45900000.0,"PropertyScout ID 566285
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 3 bedrooms, 3 bathrooms condo for sale with a floorsize of 207
squaremeters, located on the 62nd floor of the The River Condominium building,
in the popular Khlong San district near BTS Saphan Taksin. Please contact us to
schedule a viewing.",286344.0,27.79,28.01,2.22,-10.79,3.0,3.0,207.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
,,Watthana,30000000.0,"PropertyScout ID 803451
Check all listing details on our website https://propertyscout.co.th/en/80----","Modern 3-bedroom 3-bathroom Condo unit, sized 295 sqm on the 11th Floor with
Breathtaking Views at Moon Tower by BTS Thong Lor",,,,,,3.0,3.0,295.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,29500000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",286344.0,27.79,28.01,2.22,-10.79,2.0,2.0,135.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
Rhythm Sukhumvit 36 - 38,"24 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,11400000.0,"PropertyScout ID 515454
Check all listing details on our website https://propertyscout.co.th/en/51----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 55 squaremeters, located on the 15th floor of the Rhythm Sukhumvit 36 38
building, in the popular Khlong Toei district near BTS Thong Lor. Please contact
us to schedule a viewing.",194992.0,0.0,-1.75,3.51,-17.37,2.0,2.0,55.0,25.0,1.0,2017.0,1,1,1,1,1,1,1,1,0,0,0,0,510.0,2400.0,1,0
Baan Siri 24,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,50000000.0,"PropertyScout ID 835056
Check all listing details on our website https://propertyscout.co.th/en/83----","Fully furnished 4 bedrooms, 4 bathrooms condo for rent / sale with a floorsize
of 272 squaremeters, located on the 31-32nd floor of the Baan Siri 24 building,
in the popular Khlong Toei district near BTS Phrom Phong. Please contact us to
schedule a viewing.",180328.0,0.0,-2.21,3.85,18.16,4.0,4.0,272.0,34.0,1.0,2007.0,1,1,1,1,1,1,1,0,0,0,0,1,580.0,2000.0,1,0
MARU Ekkamai 2,"70/5 สุขุมวิท Khwaeng Phra Khanong Nuea, Khet Watthana",Watthana,10760000.0,"PropertyScout ID 941418
Check all listing details on our website https://propertyscout.co.th/en/94----","Cozy 2-bedroom 1-bathroom Condominium unit, sized 44.73 sqm on the 28th Floor
with Breathtaking Views at MARU Ekkamai 2 by BTS Ekkamai",215409.0,0.0,-1.4,4.8,24.78,2.0,1.0,44.73,32.0,1.0,2020.0,1,1,1,1,1,0,1,1,0,0,0,0,630.0,2500.0,1,0
